codigo_cta,tipo_documento,status_documento,numero_documento,data_emissao,data_vencimento,data_quitacao,valor_documento,valor_desconto,valor_saldo,Usuario,descricao_tipo_documento,fornecedor,numero_documento_base
1164,fornecedor,quitado,25202/001,2025-02-03,2025-03-03,2025-03-12,950.0,0.0,0.0,IMPORTACAO,DUPLICATA,MM ROTULOS E ETIQUETAS,25202
1165,fornecedor,quitado,25202/002,2025-02-03,2025-03-10,2025-03-17,950.0,0.0,0.0,IMPORTACAO,DUPLICATA,MM ROTULOS E ETIQUETAS,25202
1166,fornecedor,quitado,19073/001,2024-12-18,2025-02-28,2025-03-12,3388.0,0.0,0.0,YAGO,DUPLICATA,MAXI CONFORT,19073
1167,fornecedor,quitado,19073/002,2024-12-18,2025-03-07,2025-03-14,3388.0,0.0,0.0,YAGO,DUPLICATA,MAXI CONFORT,19073
1168,fornecedor,quitado,19073/003,2024-12-18,2025-03-14,2025-03-18,3388.0,0.0,0.0,YAGO,DUPLICATA,MAXI CONFORT,19073
1173,fornecedor,quitado,15027/001,2025-02-05,2025-03-07,2025-03-17,395.0,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15027
1174,despesas,quitado,14,2025-02-05,2025-02-07,2025-03-14,94.5,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,14
1176,despesas,quitado,3366,2025-01-30,2025-02-20,2025-03-11,500.0,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,3366
1177,despesas,quitado,11655,2025-02-03,2025-02-14,2025-03-06,2407.0,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,11655
1178,fornecedor,quitado,136359/001,2025-02-05,2025-03-07,2025-03-12,704.62,0.0,0.0,IMPORTACAO,DUPLICATA,SUPER SUPPLY,136359
1181,fornecedor,quitado,100934/001,2025-02-05,2025-03-05,2025-03-12,2348.5,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,100934
1182,fornecedor,quitado,100934/002,2025-02-05,2025-03-19,2025-03-21,2348.5,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,100934
1183,despesas,quitado,15,2025-02-06,2025-02-06,2025-03-14,237.6,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,15
1185,despesas,quitado,16,2025-02-06,2025-02-07,2025-03-14,93.83,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,16
1186,fornecedor,quitado,100992/001,2025-02-06,2025-03-08,2025-03-14,322.8,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,100992
1187,despesas,quitado,17,2025-02-07,2025-02-10,2025-03-14,172.35,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,17
1188,fornecedor,quitado,53210/001,2025-02-06,2025-03-08,2025-03-14,1192.4,0.0,0.0,IMPORTACAO,DUPLICATA,JB FARMA DISTRIBUIDORA,53210
1201,fornecedor,quitado,56161/001,2025-01-30,2025-03-11,2025-03-17,6230.25,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56161
1202,fornecedor,quitado,56161/002,2025-01-30,2025-03-16,2025-03-18,6230.25,0.0,0.0,ADRIANA,DUPLICATA,AMED S/A,56161
1203,fornecedor,quitado,56161/003,2025-01-30,2025-03-21,2025-03-21,6230.25,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56161
1204,fornecedor,quitado,56161/004,2025-01-30,2025-03-31,2025-04-14,6230.25,0.0,0.0,ADRIANA,DUPLICATA,AMED S/A,56161
1213,fornecedor,quitado,56162/001,2025-01-30,2025-03-13,2025-03-17,12749.72,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56162
1214,fornecedor,quitado,56162/002,2025-01-30,2025-03-20,2025-03-21,12749.72,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56162
1215,fornecedor,quitado,56162/003,2025-01-30,2025-03-27,2025-04-09,12749.72,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56162
1216,fornecedor,quitado,56162/004,2025-01-30,2025-04-03,2025-04-09,12749.7,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56162
1217,fornecedor,quitado,55374/001,2025-01-13,2025-03-05,2025-03-07,1147.5,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55374
1218,fornecedor,quitado,55374/002,2025-01-13,2025-03-10,2025-03-14,1147.5,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55374
1219,fornecedor,quitado,55374/003,2025-01-13,2025-03-14,2025-03-17,1147.5,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55374
1220,fornecedor,quitado,55374/004,2025-01-13,2025-03-19,2025-03-21,1147.5,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55374
1221,fornecedor,quitado,55152/001,2025-01-08,2025-02-27,2025-03-05,6277.05,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55152
1222,fornecedor,quitado,55152/002,2025-01-08,2025-03-05,2025-03-07,6277.05,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55152
1223,fornecedor,quitado,55152/003,2025-01-08,2025-03-10,2025-03-14,6277.05,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55152
1224,fornecedor,quitado,55152/004,2025-01-08,2025-03-14,2025-03-17,6277.05,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55152
1233,fornecedor,quitado,125496/001,2025-01-27,2025-02-26,2025-03-05,9155.38,0.0,0.0,IMPORTACAO,DUPLICATA,HIPOLABOR,125496
1234,fornecedor,quitado,125496/002,2025-01-27,2025-03-13,2025-03-14,9155.38,0.0,0.0,IMPORTACAO,DUPLICATA,HIPOLABOR,125496
1235,fornecedor,quitado,125496/003,2025-01-27,2025-03-28,2025-04-07,9155.38,0.0,0.0,IMPORTACAO,DUPLICATA,HIPOLABOR,125496
1236,fornecedor,quitado,125496/004,2025-01-27,2025-04-12,2025-05-19,9155.36,0.0,0.0,IMPORTACAO,DUPLICATA,HIPOLABOR,125496
1237,fornecedor,quitado,56163/001,2025-01-30,2025-03-13,2025-03-17,585.26,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56163
1238,fornecedor,quitado,56163/002,2025-01-30,2025-03-20,2025-03-21,585.26,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56163
1239,fornecedor,quitado,56163/003,2025-01-30,2025-03-27,2025-03-27,585.26,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56163
1240,fornecedor,quitado,56163/004,2025-01-30,2025-04-03,2025-04-09,585.27,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56163
1241,fornecedor,quitado,55153/001,2025-01-08,2025-02-27,2025-03-05,1377.1,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55153
1242,fornecedor,quitado,55153/002,2025-01-08,2025-03-05,2025-03-07,1377.1,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55153
1243,fornecedor,quitado,55153/003,2025-01-08,2025-03-10,2025-03-14,1377.1,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55153
1244,fornecedor,quitado,55153/004,2025-01-08,2025-03-14,2025-03-17,1377.1,0.0,0.0,YAGO,DUPLICATA,AMED S/A,55153
1245,fornecedor,quitado,56160/001,2025-01-30,2025-03-11,2025-03-17,9072.0,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56160
1246,fornecedor,quitado,56160/002,2025-01-30,2025-03-16,2025-03-18,9072.0,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56160
1247,fornecedor,quitado,56160/003,2025-01-30,2025-03-21,2025-03-21,9072.0,0.0,0.0,IMPORTACAO,DUPLICATA,AMED S/A,56160
1248,fornecedor,quitado,56160/004,2025-01-30,2025-03-31,2025-04-14,9072.0,0.0,0.0,ADRIANA,DUPLICATA,AMED S/A,56160
1252,fornecedor,quitado,90996/001,2025-02-06,2025-02-26,2025-03-11,996.6,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,90996
1253,fornecedor,quitado,90996/002,2025-02-06,2025-03-08,2025-03-14,967.27,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,90996
1254,fornecedor,quitado,90996/003,2025-02-06,2025-03-18,2025-03-18,967.27,0.0,0.0,IMPORTACAO,DUPLICATA,VAREJAO DOS COMPRIMIDOS,90996
1255,fornecedor,quitado,257867/001,2025-02-06,2025-03-08,2025-03-14,1576.5,0.0,0.0,IMPORTACAO,DUPLICATA,SELLENE MATRIZ,257867
1256,fornecedor,quitado,257867/002,2025-02-06,2025-03-23,2025-03-24,1576.5,0.0,0.0,IMPORTACAO,DUPLICATA,SELLENE MATRIZ,257867
1259,fornecedor,quitado,869142/001,2025-02-07,2025-04-08,2025-04-16,301.4,0.0,0.0,IMPORTACAO,DUPLICATA,RIOSFARMA,869142
1268,fornecedor,quitado,21775/001,2025-02-10,2025-03-12,2025-03-17,2812.5,0.0,0.0,IMPORTACAO,DUPLICATA,OMNIELMASTER,21775
1269,fornecedor,quitado,21775/002,2025-02-10,2025-04-11,2025-04-17,2812.5,0.0,0.0,IMPORTACAO,DUPLICATA,OMNIELMASTER,21775
1270,fornecedor,quitado,21775/003,2025-02-10,2025-05-11,2025-06-17,2812.5,0.0,0.0,IMPORTACAO,DUPLICATA,OMNIELMASTER,21775
1271,fornecedor,quitado,21775/004,2025-02-10,2025-06-10,2025-06-17,2812.5,0.0,0.0,IMPORTACAO,DUPLICATA,OMNIELMASTER,21775
1281,fornecedor,quitado,101087/001,2025-02-07,2025-03-09,2025-03-12,4199.32,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101087
1282,fornecedor,quitado,101087/002,2025-02-07,2025-03-24,2025-03-24,4199.32,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101087
1283,fornecedor,quitado,101087/003,2025-02-07,2025-04-08,2025-04-14,4199.32,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101087
1284,fornecedor,quitado,12011/001,2025-01-30,2025-03-01,2025-03-14,3425.62,0.0,0.0,IMPORTACAO,DUPLICATA,BELIFE,12011
1285,fornecedor,quitado,12011/002,2025-01-30,2025-03-11,2025-03-14,3425.62,0.0,0.0,IMPORTACAO,DUPLICATA,BELIFE,12011
1286,fornecedor,quitado,12011/003,2025-01-30,2025-03-21,2025-03-21,3425.62,0.0,0.0,IMPORTACAO,DUPLICATA,BELIFE,12011
1287,fornecedor,quitado,12011/004,2025-01-30,2025-03-31,2025-04-09,3425.64,0.0,0.0,IMPORTACAO,DUPLICATA,BELIFE,12011
1288,fornecedor,quitado,26165783,2025-02-10,2025-02-20,2025-03-11,142.84,0.0,0.0,YAGO,BOLETO BANCARIO,BRISANET,26165783
1289,fornecedor,quitado,15049/001,2025-02-10,2025-03-12,2025-03-17,1440.0,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15049
1291,fornecedor,quitado,15048/001,2025-02-10,2025-03-12,2025-03-17,300.55,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15048
1294,fornecedor,quitado,101098/001,2025-02-10,2025-03-10,2025-03-12,1398.92,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101098
1295,fornecedor,quitado,101098/002,2025-02-10,2025-03-27,2025-03-27,1398.93,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101098
1301,despesas,quitado,2726811/2,2025-02-05,2025-02-20,2025-03-11,159.9,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,2726811
1302,fornecedor,quitado,118090/001,2025-01-27,2025-02-21,2025-03-11,993.23,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,118090
1303,fornecedor,quitado,118090/002,2025-01-27,2025-03-03,2025-03-12,993.23,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,118090
1304,fornecedor,quitado,118090/003,2025-01-27,2025-03-13,2025-03-14,993.54,0.0,0.0,IMPORTACAO,DUPLICATA,HOSPDROGAS,118090
1308,fornecedor,quitado,1818351/001,2025-01-30,2025-03-03,2025-03-07,9053.94,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA FERNANDES,1818351
1309,fornecedor,quitado,1818351/002,2025-01-30,2025-03-17,2025-03-17,7661.41,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA FERNANDES,1818351
1310,fornecedor,quitado,1818351/003,2025-01-30,2025-03-31,2025-04-01,7893.58,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA FERNANDES,1818351
1311,fornecedor,quitado,69443/001,2025-01-27,2025-02-26,2025-03-05,10371.68,0.0,0.0,IMPORTACAO,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,69443
1312,fornecedor,quitado,69443/002,2025-01-27,2025-03-13,2025-03-17,10371.66,0.0,0.0,IMPORTACAO,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,69443
1313,fornecedor,quitado,69443/003,2025-01-27,2025-03-28,2025-04-04,10371.66,0.0,0.0,IMPORTACAO,DUPLICATA,PROMEFARMA MEDIC. E PRODUTOS HOSPITALARES LTDA,69443
1323,fornecedor,quitado,59612/001,2025-01-30,2025-02-27,2025-03-05,3778.5,0.0,0.0,IMPORTACAO,DUPLICATA,MEDSONDA,59612
1324,fornecedor,quitado,59612/002,2025-01-30,2025-03-06,2025-03-14,3778.5,0.0,0.0,IMPORTACAO,DUPLICATA,MEDSONDA,59612
1325,fornecedor,quitado,59612/003,2025-01-30,2025-03-13,2025-03-14,3778.5,0.0,0.0,IMPORTACAO,DUPLICATA,MEDSONDA,59612
1332,fornecedor,quitado,45,2025-02-11,2025-03-12,2025-03-17,516.1,0.0,0.0,YAGO,DUPLICATA,EMPREENDIMENTOS PAGUE MENOS LTDA,45
1336,fornecedor,quitado,249,2025-02-01,2025-02-17,2025-03-17,850.0,0.0,0.0,YAGO,DUPLICATA,SOFTLOG,249
1339,fornecedor,quitado,113744/001,2025-02-11,2025-03-13,2025-03-14,301.8,0.0,0.0,IMPORTACAO,DUPLICATA,DINAMICA,113744
1340,fornecedor,quitado,113744/002,2025-02-11,2025-03-28,2025-04-04,301.8,0.0,0.0,IMPORTACAO,DUPLICATA,DINAMICA,113744
1341,despesas,quitado,16779,2025-02-11,2025-02-20,2025-03-17,1886.53,0.0,0.0,ADRIANA,BOLETO BANCARIO,Fornecedor Não Informado,16779
1342,despesas,quitado,146365,2025-02-11,2025-03-02,2025-03-06,4465.01,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,146365
1346,fornecedor,quitado,415029/001,2025-01-13,2025-02-12,2025-03-06,7434.0,0.0,0.0,IMPORTACAO,DUPLICATA,DESCARPACK,415029
1347,fornecedor,quitado,415029/002,2025-01-13,2025-02-27,2025-03-05,7434.0,0.0,0.0,IMPORTACAO,DUPLICATA,DESCARPACK,415029
1348,fornecedor,quitado,415029/003,2025-01-13,2025-03-14,2025-03-18,7434.0,0.0,0.0,IMPORTACAO,DUPLICATA,DESCARPACK,415029
1349,despesas,quitado,1189-4,2025-01-21,2025-02-14,2025-03-06,1459.0,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,1189-4
1350,despesas,quitado,1250-5,2025-01-28,2025-02-21,2025-03-17,2596.25,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,1250-5
1370,fornecedor,quitado,117972/001,2025-01-24,2025-02-23,2025-03-11,11231.34,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,117972
1371,fornecedor,quitado,117972/002,2025-01-24,2025-03-05,2025-03-26,11231.34,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,117972
1372,fornecedor,quitado,117972/003,2025-01-24,2025-03-15,2025-03-18,11231.34,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,117972
1373,fornecedor,quitado,117972/004,2025-01-24,2025-03-25,2025-03-26,11231.34,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,117972
1374,fornecedor,quitado,117972/005,2025-01-24,2025-04-04,2025-04-07,11231.33,0.0,0.0,IMPORTACAO,DUPLICATA,OLIMED,117972
1388,fornecedor,quitado,88044/001,2025-01-07,2025-02-21,2025-03-11,9166.68,0.0,0.0,IMPORTACAO,DUPLICATA,SR,88044
1389,fornecedor,quitado,88044/002,2025-01-07,2025-03-08,2025-03-14,9166.66,0.0,0.0,IMPORTACAO,DUPLICATA,SR,88044
1390,fornecedor,quitado,88044/003,2025-01-07,2025-03-23,2025-03-24,9166.66,0.0,0.0,IMPORTACAO,DUPLICATA,SR,88044
1391,fornecedor,quitado,263204,2025-02-12,2025-03-14,2025-03-18,639.96,0.0,0.0,YAGO,DUPLICATA,R7 BEZERRA,263204
1392,despesas,quitado,85/01,2025-02-12,2025-02-12,2025-03-05,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,85
1393,despesas,quitado,85/02,2025-02-12,2025-03-12,2025-03-17,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,85
1394,despesas,quitado,85/03,2025-02-12,2025-04-12,2025-04-15,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,85
1395,despesas,quitado,85/04,2025-02-12,2025-05-12,2025-05-12,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,85
1396,despesas,quitado,85/05,2025-02-12,2025-06-12,2025-06-09,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,85
1397,despesas,aberto,85/06,2025-02-12,2025-07-12,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,85
1398,despesas,aberto,85/07,2025-02-12,2025-08-12,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,85
1399,despesas,aberto,85/08,2025-02-12,2025-09-12,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,85
1400,despesas,aberto,85/09,2025-02-12,2025-10-12,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,85
1401,despesas,aberto,85/10,2025-02-12,2025-11-12,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,85
1402,fornecedor,quitado,28101/001,2025-01-22,2025-03-19,2025-03-21,3089.0,0.0,0.0,YAGO,DUPLICATA,DESCARBOX,28101
1403,fornecedor,quitado,28101/002,2025-01-22,2025-02-26,2025-03-05,3089.0,0.0,0.0,IMPORTACAO,DUPLICATA,DESCARBOX,28101
1404,fornecedor,quitado,28101/003,2025-01-22,2025-03-05,2025-03-14,3089.0,0.0,0.0,IMPORTACAO,DUPLICATA,DESCARBOX,28101
1405,fornecedor,quitado,28101/004,2025-01-22,2025-03-12,2025-03-14,3089.0,0.0,0.0,IMPORTACAO,DUPLICATA,DESCARBOX,28101
1418,despesas,quitado,0000/01,2025-02-13,2025-02-13,2025-03-05,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1419,despesas,quitado,0000/02,2025-02-13,2025-03-13,2025-03-17,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1420,despesas,quitado,0000/03,2025-02-13,2025-04-13,2025-04-15,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1421,despesas,quitado,0000/04,2025-02-13,2025-05-13,2025-05-12,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1422,despesas,quitado,0000/05,2025-02-13,2025-06-13,2025-06-09,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1423,despesas,aberto,0000/06,2025-02-13,2025-07-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1424,despesas,aberto,0000/07,2025-02-13,2025-08-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1425,despesas,aberto,0000/08,2025-02-13,2025-09-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1426,despesas,aberto,0000/09,2025-02-13,2025-10-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1427,despesas,aberto,0000/10,2025-02-13,2025-11-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0000
1428,despesas,quitado,0001/01,2025-02-13,2025-02-13,2025-03-05,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1429,despesas,quitado,0001/02,2025-02-13,2025-03-13,2025-03-17,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1430,despesas,quitado,0001/03,2025-02-13,2025-04-13,2025-04-15,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1431,despesas,quitado,0001/04,2025-02-13,2025-05-13,2025-05-12,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1432,despesas,quitado,0001/05,2025-02-13,2025-06-13,2025-06-09,30.0,0.0,0.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1433,despesas,aberto,0001/06,2025-02-13,2025-07-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1434,despesas,aberto,0001/07,2025-02-13,2025-08-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1435,despesas,aberto,0001/08,2025-02-13,2025-09-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1436,despesas,aberto,0001/09,2025-02-13,2025-10-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1437,despesas,aberto,0001/10,2025-02-13,2025-11-13,,30.0,0.0,30.0,YAGO,OUTROS,Fornecedor Não Informado,0001
1438,despesas,quitado,18,2025-02-13,2025-02-14,2025-03-12,505.89,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,18
1439,fornecedor,quitado,101233/001,2025-02-13,2025-03-10,2025-03-14,4122.2,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101233
1440,fornecedor,quitado,101233/002,2025-02-13,2025-03-20,2025-03-21,4122.2,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101233
1441,fornecedor,quitado,101233/003,2025-02-13,2025-03-30,2025-04-04,4122.2,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101233
1442,fornecedor,quitado,101233/004,2025-02-13,2025-04-14,2025-04-14,4122.2,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101233
1446,fornecedor,quitado,76649/001,2025-02-13,2025-03-13,2025-03-17,4586.26,0.0,0.0,IMPORTACAO,DUPLICATA,ASFER,76649
1447,fornecedor,quitado,76649/002,2025-02-13,2025-03-27,2025-04-01,4586.26,0.0,0.0,IMPORTACAO,DUPLICATA,ASFER,76649
1448,fornecedor,quitado,76649/003,2025-02-13,2025-04-10,2025-04-10,4586.28,0.0,0.0,IMPORTACAO,DUPLICATA,ASFER,76649
1449,fornecedor,quitado,113828/001,2025-02-12,2025-03-14,2025-03-17,320.66,0.0,0.0,IMPORTACAO,DUPLICATA,DINAMICA,113828
1450,fornecedor,quitado,113828/002,2025-02-12,2025-03-29,2025-04-04,320.67,0.0,0.0,IMPORTACAO,DUPLICATA,DINAMICA,113828
1451,fornecedor,quitado,113828/003,2025-02-12,2025-04-13,2025-04-15,320.67,0.0,0.0,IMPORTACAO,DUPLICATA,DINAMICA,113828
1452,fornecedor,quitado,15092/001,2025-02-13,2025-03-15,2025-03-17,840.0,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15092
1453,fornecedor,quitado,20052,2025-02-10,2025-03-12,2025-03-17,209.66,0.0,0.0,YAGO,DUPLICATA,JORGE DEMETRIO DE BRITO FILHO ME,20052
1454,fornecedor,quitado,20052-B,2025-02-10,2025-04-12,2025-04-15,209.66,0.0,0.0,YAGO,DUPLICATA,JORGE DEMETRIO DE BRITO FILHO ME,20052-B
1455,fornecedor,quitado,20052-C,2025-02-10,2025-05-12,2025-05-12,209.66,0.0,0.0,YAGO,DUPLICATA,JORGE DEMETRIO DE BRITO FILHO ME,20052-C
1456,fornecedor,quitado,101300/001,2025-02-13,2025-03-15,2025-03-18,3010.0,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101300
1457,fornecedor,quitado,101300/002,2025-02-13,2025-03-30,2025-04-04,3010.0,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101300
1458,fornecedor,quitado,101300/003,2025-02-13,2025-04-14,2025-04-14,3010.0,0.0,0.0,IMPORTACAO,DUPLICATA,VALFARMA,101300
1466,despesas,quitado,19,2025-02-14,2025-02-17,2025-03-12,65.12,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,19
1467,despesas,quitado,20,2025-02-14,2025-02-17,2025-03-12,148.44,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,20
1468,fornecedor,quitado,50275/001,2025-01-29,2025-02-28,2025-03-05,7196.66,0.0,0.0,IMPORTACAO,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,50275
1469,fornecedor,quitado,50275/002,2025-01-29,2025-03-15,2025-03-18,7196.67,0.0,0.0,IMPORTACAO,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,50275
1470,fornecedor,quitado,50275/003,2025-01-29,2025-03-30,2025-04-24,7196.67,0.0,0.0,IMPORTACAO,DUPLICATA,CONQUISTA DIST. MED. E PROD. HOSP. LTDA,50275
1471,fornecedor,quitado,1138/001,2025-02-14,2025-03-14,2025-03-17,250.0,0.0,0.0,VALDEMAR,DUPLICATA,BDS MEDICAL LTDA,1138
1472,fornecedor,quitado,138208/001,2025-02-15,2025-03-17,2025-03-18,845.26,0.0,0.0,IMPORTACAO,DUPLICATA,SUPER SUPPLY,138208
1473,despesas,quitado,21,2025-02-17,2025-02-18,2025-03-12,67.85,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,21
1474,despesas,quitado,22,2025-02-17,2025-02-18,2025-03-12,372.0,0.0,0.0,YAGO,DAE-DOCUMENTO DE ARRECADACAO ESTADUAL,Fornecedor Não Informado,22
1498,fornecedor,quitado,223234/001,2025-02-13,2025-02-20,2025-03-11,9755.0,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA MONTEBELLO,223234
1499,fornecedor,quitado,223237/001,2025-02-13,2025-03-13,2025-03-17,1699.0,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA MONTEBELLO,223237
1500,fornecedor,quitado,223260/001,2025-02-13,2025-03-13,2025-03-18,4373.04,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA MONTEBELLO,223260
1501,fornecedor,quitado,223260/002,2025-02-13,2025-03-20,2025-03-21,3748.32,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA MONTEBELLO,223260
1502,fornecedor,quitado,223260/003,2025-02-13,2025-03-27,2025-04-01,3748.32,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA MONTEBELLO,223260
1503,fornecedor,quitado,223260/004,2025-02-13,2025-04-03,2025-04-09,3748.32,0.0,0.0,IMPORTACAO,DUPLICATA,CIRURGICA MONTEBELLO,223260
1504,despesas,quitado,11847-1,2025-02-17,2025-02-28,2025-03-05,2124.14,0.0,0.0,YAGO,BOLETO BANCARIO,Fornecedor Não Informado,11847-1
1505,fornecedor,quitado,15120/001,2025-02-17,2025-03-19,2025-03-21,2279.6,0.0,0.0,IMPORTACAO,DUPLICATA,BELIEVE,15120
